category,rating,reviews_count,title,price,author,link
"Fantasy, Horror & Science Fiction",4.4,1206,The Oath of the Vayuputras: The Shiva Trilogy Book 3,INR 66,Amish Tripathi,https://amazon.in/Oath-Vayuputras-Shiva-Trilogy-Book-ebook/dp/B00HVBK1KA
"Fantasy, Horror & Science Fiction",4.6,121,Nagargalin Ragayasam - The Secret of the Nagas (Tamil),INR 200,Amish Tripathi,https://amazon.in/Nagargalin-Ragayasam-Secret-Nagas-Tamil/dp/9384030538
"Fantasy, Horror & Science Fiction",4.8,141,Harry Potter and the Philosopher's Stone: Illustrated Edition (Harry Potter Illustrated Edtn),INR 850,J.K. Rowling,https://amazon.in/Harry-Potter-Philosophers-Stone-Illustrated/dp/1408845644
"Fantasy, Horror & Science Fiction",3.5,4,Red Sapphire: The Sita Chronicles - Book One,INR 338,Ashley Mayers,https://amazon.in/Red-Sapphire-Sita-Chronicles-Book-ebook/dp/B012XS0COK
"Fantasy, Horror & Science Fiction",4.5,40,Red Queen: 0 (Red Queen 1),INR 327,Victoria Aveyard,https://amazon.in/Red-Queen-Victoria-Aveyard/dp/1409150720
"Fantasy, Horror & Science Fiction",3.9,114,The Invisible Man,INR 95,H.G. Wells,https://amazon.in/Invisible-Man-H-G-Wells/dp/8171674437
"Fantasy, Horror & Science Fiction",4,2,The Empty House,INR 133,Ruskin Bond,https://amazon.in/Empty-House-Ruskin-Bond-ebook/dp/B01M5FAI6F
"Fantasy, Horror & Science Fiction",4,2,Violet Sapphire: The Sita Chronicles - Book Two,INR 332,Ashley Mayers,https://amazon.in/Violet-Sapphire-Sita-Chronicles-Book-ebook/dp/B01E5Z660S
"Fantasy, Horror & Science Fiction",4.5,107,Meluhache Mrityunjay: The Immortals of Meluha-Marathi,INR 190,Amish,https://amazon.in/Meluhache-Mrityunjay-Immortals-Meluha-Marathi-Amish/dp/9381626642
"Fantasy, Horror & Science Fiction",4.5,2,Infinity Born,INR 399,Douglas E. Richards,https://amazon.in/Infinity-Born-Douglas-E-Richards-ebook/dp/B072584M83
"Fantasy, Horror & Science Fiction",4.6,64,The Oath of the Vayuputras (Tamil),INR 222,Amish,https://amazon.in/Oath-Vayuputras-Tamil-Amish/dp/9385152327
"Fantasy, Horror & Science Fiction",4.4,68,The Immortals of Meluha (Shiva Trilogy),INR 200,Amish Tripathi,https://amazon.in/Immortals-Meluha-Shiva-Trilogy/dp/9382618465
"Fantasy, Horror & Science Fiction",4.6,37,City of Bones (The Mortal Instruments Book 1),INR 209,Cassandra Clare,https://amazon.in/City-Bones-Mortal-Instruments-Book-ebook/dp/B003Z0BWRM
"Fantasy, Horror & Science Fiction",4.6,152,The Fellowship of the Ring,INR 299,J.R.R. Tolkien,https://amazon.in/Fellowship-Ring-J-R-R-Tolkien/dp/0007488300
"Fantasy, Horror & Science Fiction",5,2,Pandemic (The Extinction Files Book 1),INR 399,A.G. Riddle,https://amazon.in/Pandemic-Extinction-Files-Book-1-ebook/dp/B06Y382BHS
"Fantasy, Horror & Science Fiction",4.6,22,The Stand,INR 323,Stephen King,https://amazon.in/Stand-Stephen-King/dp/1444720732
"Fantasy, Horror & Science Fiction",4.4,20,The Handmaid's Tale (Contemporary Classics),INR 319,Margaret Atwood,https://amazon.in/Handmaids-Tale-Contemporary-Classics/dp/0099740915
"Fantasy, Horror & Science Fiction",1,1,Hammer of Thor,INR 999,S Evan Townsend,https://amazon.in/Hammer-Thor-S-Evan-Townsend/dp/1937593878
"Fantasy, Horror & Science Fiction",4.5,424,"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)","INR 1,680",George R.R. Martin,https://amazon.in/Game-Thrones-Continues-Swords-Dragons-ebook/dp/B007B5EDEG
"Fantasy, Horror & Science Fiction",4.7,24,A Dog's Purpose,INR 311,W. Bruce Cameron,https://amazon.in/Dogs-Purpose-W-Bruce-Cameron/dp/1509830162
"Fantasy, Horror & Science Fiction",4.4,22,Scion of Ikshvaku (Marathi),INR 200,Amish,https://amazon.in/Scion-Ikshvaku-Marathi-Amish/dp/9385724045
"Fantasy, Horror & Science Fiction",4.4,22,American Gods,INR 355,Neil Gaiman,https://amazon.in/American-Gods-Neil-Gaiman/dp/0747263744
"Fantasy, Horror & Science Fiction",5,1,Beren and L??thien,INR 459,J.R.R. Tolkien,https://amazon.in/Beren-L%C3%BAthien-J-R-R-Tolkien/dp/0008214190
"Fantasy, Horror & Science Fiction",4.4,257,1984 (Modern Classics Series): Big Brother Is Watching You - A Political Sci-Fi Dystopia,INR 39,George Orwell,https://amazon.in/1984-Modern-Classics-Watching-Political-ebook/dp/B06X6MVX6R
"Fantasy, Horror & Science Fiction",4.5,77,The Oath of the Vayuputras,INR 265,Amish,https://amazon.in/Oath-Vayuputras-Amish/dp/938403004X
"Fantasy, Horror & Science Fiction",4.7,3,The Rupa Book of Haunted Houses,INR 128,Ruskin Bond,https://amazon.in/Rupa-Book-Haunted-Houses-ebook/dp/B01K7PBRAE
"Fantasy, Horror & Science Fiction",4.4,27,Alice's Adventures in Wonderland and Through the Looking Glass (Penguin Classics),INR 223,Lewis Carroll,https://amazon.in/Adventures-Wonderland-Through-Looking-Classics/dp/0141439769
"Fantasy, Horror & Science Fiction",4.2,104,The Hitchhiker's Guide to the Galaxy: The Trilogy of Five,INR 553,Douglas Adams,https://amazon.in/Hitchhikers-Guide-Galaxy-Trilogy-Five-ebook/dp/B009OCBX38
"Fantasy, Horror & Science Fiction",4.3,29,The Three-Body Problem,INR 361,Cixin Liu,https://amazon.in/Three-Body-Problem-Cixin-Liu-ebook/dp/B00S8FCJCQ
"Fantasy, Horror & Science Fiction",4.2,205,"Siddhartha  (World Classics, Unabridged)",INR 26,Hermann Hesse,https://amazon.in/Siddhartha-World-Classics-Unabridged-Hermann-ebook/dp/B06WD8CLYH
"Fantasy, Horror & Science Fiction",4.5,1811,The Immortals of Meluha: The Shiva Trilogy Book 1,INR 152,Amish Tripathi,https://amazon.in/Immortals-Meluha-Shiva-Trilogy-Book-ebook/dp/B0119EPUUU
"Fantasy, Horror & Science Fiction",2.4,24,Confessions of a Private Tutor,INR 73,Vikram Mathur,https://amazon.in/Confessions-Private-Tutor-Vikram-Mathur-ebook/dp/B015P6AYAE
"Health, Family & Personal Development",4.8,36,"Gamechanger: Forget Start-ups, Join Corporate and Still Live the Rich Life you want",INR 99,M Pattabiraman,https://amazon.in/Gamechanger-Forget-Start-ups-Corporate-Still-ebook/dp/B072MC4931
"Health, Family & Personal Development",4.6,5,Keto Diet for Indians: 30 Day Indian Keto Recipe Book: Lose Weight By Eating Delicious Indian Keto Food,INR 199,Rima Pai,https://amazon.in/dp/B06XX5L8KB
"Health, Family & Personal Development",4.5,142,"Lean In: Women, Work, and the Will to Lead",INR 436,Sheryl Sandberg,https://amazon.in/Lean-Women-Work-Will-Lead/dp/0753541637
"Health, Family & Personal Development",4.4,65,Aseem Anand Ki Aur (Happiness Unlimited),INR 133,Shivani,https://amazon.in/Aseem-Anand-Aur-Happiness-Unlimited/dp/8182748577
"Health, Family & Personal Development",4.3,145,One Up On Wall Street: How To Use What You Already Know To Make Money In the Market,INR 430,Lynch,https://amazon.in/One-Up-Wall-Street-Already/dp/0743200403
"Health, Family & Personal Development",4.3,219,Outliers: The Story of Success,INR 389,Malcolm Gladwell,https://amazon.in/Outliers-Story-Success-Malcolm-Gladwell/dp/0141036257
"Health, Family & Personal Development",4.4,279,Passport to A Healthy Pregnancy,INR 223,Dr. Gita Arjun,https://amazon.in/Passport-Healthy-Pregnancy-Gita-Arjun/dp/9381626146
"Health, Family & Personal Development",4.4,19,The Importance of Being Earnest,INR 81,Oscar Wilde,https://amazon.in/Importance-Being-Earnest-Oscar-Wilde/dp/8175992859
"Health, Family & Personal Development",4.3,90,How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your Memory,INR 139,Aditi Singhal,https://amazon.in/How-Memorize-Anything-Ultimate-Enlighten/dp/8184005210
"Health, Family & Personal Development",4.5,35,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,INR 398,Mark Manson,https://amazon.in/Subtle-Art-Not-Giving-Counterintuitive-ebook/dp/B019MMUA8S
"Health, Family & Personal Development",4.5,210,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,INR 97,Dale Carnegie,https://amazon.in/How-Stop-Worrying-Start-Living/dp/8175993952
"Health, Family & Personal Development",4.5,157,Quiet: The power of introverts in a world that can't stop talking,INR 291,Susan Cain,https://amazon.in/Quiet-power-introverts-world-talking/dp/0141029196
"Health, Family & Personal Development",4.4,659,"Don't Lose Your Mind, Lose Your Weight",INR 124,Rujuta Diwekar,https://amazon.in/Dont-Lose-Your-Mind-Weight-ebook/dp/B00DW0YP2E
"Health, Family & Personal Development",4.4,312,The Leader Who Had No Title,INR 146,Robin Sharma,https://amazon.in/Leader-Who-Had-No-Title/dp/8184951191
"Health, Family & Personal Development",4.4,38,How to Stop Worrying and Start Living,INR 68,Dale Carnegie,https://amazon.in/How-Stop-Worrying-Start-Living/dp/8129140195
"Health, Family & Personal Development",4.5,103,You Can Heal Your Life,INR 99,Louise L. Hay,https://amazon.in/You-Can-Heal-Your-Life/dp/8173157391
"Health, Family & Personal Development",4.2,48,Tools of Titans,INR 459,Timothy Ferriss,https://amazon.in/Tools-Titans-Timothy-Ferriss/dp/1785041274
"Health, Family & Personal Development",4.5,1877,The Power of Your Subconscious Mind  (with linked TOC),INR 63,Joseph Murphy,https://amazon.in/Power-Your-Subconscious-Mind-linked-ebook/dp/B008O5NH2Q
"Health, Family & Personal Development",4.5,124,Sochiye Aur Amir Baniye (Think and Grow Rich),INR 144,Napoleon Hill,https://amazon.in/Sochiye-Amir-Baniye-Think-Hindi/dp/8186775552
"Health, Family & Personal Development",4.5,214,Light on Yoga: The Classic Guide to Yoga by the World's Foremost Authority,INR 373,B.K.S. Iyengar,https://amazon.in/Light-Yoga-Classic-Foremost-Authority/dp/8172235011
"Health, Family & Personal Development",4.2,24,Made to Stick: Why some ideas take hold and others come unstuck,INR 328,Chip Heath,https://amazon.in/Made-Stick-ideas-others-unstuck-ebook/dp/B0031RS2XG
"Health, Family & Personal Development",4.5,1877,The Power of your Subconscious Mind,INR 124,Joseph Murphy,https://amazon.in/Power-your-Subconscious-Mind/dp/8192910962
"Health, Family & Personal Development",4.5,1108,How to Win Friends and Influence People,INR 99,Dale Carnegie,https://amazon.in/How-Win-Friends-Influence-People/dp/8192910997
"Health, Family & Personal Development",NA,NA,"Pregnancy Notes: Before, During & After",INR 199,Rujuta Diwekar,https://amazon.in/Pregnancy-Notes-Before-During-After/dp/9386224895
"Health, Family & Personal Development",4.5,1333,Rich Dad Poor Dad: What the Rich Teach their Kids About Money that the Poor and Middle Class Do Not!,INR 188,Robert T. Kiyosaki,https://amazon.in/Rich-Dad-Poor-Teach-Middle/dp/1612680011
"Health, Family & Personal Development",4.7,503,Inner Engineering: A Yogi???s Guide to Joy,INR 218,Sadhguru,https://amazon.in/Inner-Engineering-Yogis-Guide-Joy/dp/0143428845
"Health, Family & Personal Development",4.5,1949,The Monk Who Sold His Ferrari,INR 154,Robin Sharma,https://amazon.in/Monk-Who-Sold-His-Ferrari/dp/817992162X
"Health, Family & Personal Development",4.4,28,10 Ways to Motivate Yourself: Change Your Life Forever,INR 10,Steve Chandler,https://amazon.in/10-Ways-Motivate-Yourself-Forever-ebook/dp/B01LYV5C57
"Health, Family & Personal Development",4.5,907,The Secret,INR 388,Rhonda Byrne,https://amazon.in/Secret-Rhonda-Byrne/dp/1847370292
"Health, Family & Personal Development",4.1,171,Believe in Yourself,INR 65,Dr. Joseph Murphy,https://amazon.in/Believe-Yourself-Dr-Joseph-Murphy/dp/8183225098
"Health, Family & Personal Development",4.5,1333,Rich Dad Poor Dad: What The Rich Teach Their Kids About Money - That The Poor And Middle Class Do Not!,INR 171,Robert T. Kiyosaki,https://amazon.in/Rich-Dad-Poor-Teach-Middle-ebook/dp/B0175P82RA
"Health, Family & Personal Development",4.4,2165,Who Will Cry When You Die?,INR 124,Robin Sharma,https://amazon.in/Who-Will-Cry-When-You/dp/8179922324
"Health, Family & Personal Development",4.6,307,"Thinking, Fast and Slow (Penguin Press Non-Fiction)",INR 335,Daniel Kahneman,https://amazon.in/Thinking-Fast-Penguin-Press-Non-Fiction/dp/0141033576
"Health, Family & Personal Development",4.2,636,The 7 Habits of Highly Effective People,INR 207,R. Stephen Covey,https://amazon.in/Habits-Highly-Effective-People/dp/1471131823
"Health, Family & Personal Development",4.7,300,When Breath Becomes Air,INR 323,Paul Kalanithi,https://amazon.in/When-Breath-Becomes-Paul-Kalanithi/dp/1847923674
"Health, Family & Personal Development",4.4,659,"Don't Lose Your Mind, Lose Your Weight",INR 124,Rujuta Diwekar,https://amazon.in/Dont-Lose-Your-Mind-Weight/dp/8184001053
"Health, Family & Personal Development",4.6,136,Adiyogi: The Source of Yoga,INR 142,Sadhguru,https://amazon.in/Adiyogi-Source-Yoga-Sadhguru/dp/9352643925
"Health, Family & Personal Development",4.5,79,Milk and Honey,INR 262,Rupi Kaur,https://amazon.in/Milk-Honey-Rupi-Kaur/dp/144947425X
"Health, Family & Personal Development",4.1,181,Indian Superfoods: Change the Way You Eat,INR 164,Rujuta Diwekar,https://amazon.in/Indian-Superfoods-Change-Way-You/dp/8193237234
"Health, Family & Personal Development",4.4,272,Connect The Dots,INR 87,rashmi Bansal,https://amazon.in/Connect-Dots-rashmi-Bansal-ebook/dp/B008R86N4Y
"Health, Family & Personal Development",4.5,340,The Magic,INR 285,Rhonda Byrne,https://amazon.in/Magic-Rhonda-Byrne/dp/1849838399
"Health, Family & Personal Development",4.7,476,Happiness Unlimited: Awakening With Brahmakumaris (Pentagon Press),INR 137,Sister Shivani,https://amazon.in/Happiness-Unlimited-Awakening-Brahmakumaris-Pentagon/dp/8182748267
"Health, Family & Personal Development",4.5,35,The Subtle Art of Not Giving a F*ck,INR 443,Mark Manson,https://amazon.in/Subtle-Art-Not-Giving-Counterintuitive/dp/0062641549
"Health, Family & Personal Development",4.6,126,Mind is your Business/Body the Greatest Gadget (2 Books in 1),INR 179,Sadhguru,https://amazon.in/Mind-Business-Greatest-Gadget-Books/dp/8184956959
"Health, Family & Personal Development",4.2,108,Miracles of Your Mind,INR 64,Dr. Joseph Murphy,https://amazon.in/Miracles-Your-Mind-Joseph-Murphy/dp/8183225101
"Health, Family & Personal Development",4.3,3,"Habit Stacking: 127 Small Changes to Improve Your Health, Wealth, and Happiness",INR 199,S.J. Scott,https://amazon.in/Habit-Stacking-Changes-Improve-Happiness-ebook/dp/B06XP2B5QC
"Health, Family & Personal Development",4.5,1108,HOW TO WIN FRIENDS AND INFLUENCE PEOPLE;  HOW TO STOP WORRYING AND START LIVING; THE ART OF PUBLIC SPEAKING: THE DALE CARNEGIE TRILOGY (Timeless Wisdom Collection Book 194),INR 45,DALE CARNEGIE,https://amazon.in/FRIENDS-INFLUENCE-PEOPLE-WORRYING-SPEAKING-ebook/dp/B00MAFLXLI
"Health, Family & Personal Development",4.7,256,The Power of Now: A Guide to Spiritual Enlightenment,INR 250,Eckhart Tolle,https://amazon.in/Power-Now-Guide-Spiritual-Enlightenment/dp/8190105914
"Health, Family & Personal Development",4.6,290,Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind) (Hindi),INR 182,Dr. Joseph Murphy,https://amazon.in/Avchetan-Shakti-Power-Subconscious-Hindi/dp/8183220894
"Health, Family & Personal Development",4.4,274,The Art of Thinking Clearly,INR 271,Rolf Dobelli,https://amazon.in/Art-Thinking-Clearly-Rolf-Dobelli/dp/144475954X
"Health, Family & Personal Development",4.7,300,When Breath Becomes Air,INR 160,Paul Kalanithi,https://amazon.in/When-Breath-Becomes-Paul-Kalanithi-ebook/dp/B0165X8WN2
"Health, Family & Personal Development",4.6,598,Rahasya (The Secret) (Hindi),INR 261,Rhonda Byrne,https://amazon.in/Rahasya-Secret-Hindi-Rhonda-Byrne/dp/8183220940
"Health, Family & Personal Development",3.9,169,The PCOD - Thyroid Book - Compiled From Women and the Weight Loss Tamasha,INR 123,Rujuta Diwekar,https://amazon.in/PCOD-Thyroid-Compiled-Weight-Tamasha/dp/938572441X
"Health, Family & Personal Development",4.6,307,"Thinking, Fast and Slow",INR 166,Daniel Kahneman,https://amazon.in/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B005MJFA2W
"Health, Family & Personal Development",4.5,219,"Men are from Mars, Women are from Venus",INR 234,John Gray,https://amazon.in/Men-are-Mars-Women-Venus/dp/8172235038
"Health, Family & Personal Development",4.6,198,Jeet Aapki Hindi of You Can Win,INR 222,Shiv Khera,https://amazon.in/Jeet-Aapki-Hindi-You-Can/dp/9382951849
"Health, Family & Personal Development",4.7,269,You Can Heal Your Life,INR 158,Louise L. Hay,https://amazon.in/You-Can-Heal-Your-Life/dp/8190565583
"Health, Family & Personal Development",4.6,205,Jaadu (The Magic) (Hindi),INR 118,Rhonda Byrne,https://amazon.in/Jaadu-Magic-Hindi-Rhonda-Byrne/dp/818322296X
"Health, Family & Personal Development",4.5,164,The Secret(Telugu),INR 275,Rhonda Byrne,https://amazon.in/Secret-Telugu-Rhonda-Byrne/dp/8183221726
"Health, Family & Personal Development",4.8,6,"Option B: Facing Adversity, Building Resilience and Finding Joy",INR 459,Sheryl Sandberg,https://amazon.in/Option-Adversity-Building-Resilience-Finding/dp/0753548283
Historical Fiction,4.5,26,The Boy from Pataliputra,INR 191,Rahul Mitra,https://amazon.in/Boy-Pataliputra-Rahul-Mitra/dp/8175994371
Historical Fiction,4.4,73,Amritsar Mrs. Gandhi's Last Battle,INR 201,Mark Tully,https://amazon.in/Amritsar-Mrs-Gandhis-Last-Battle-ebook/dp/B015A9ZM26
Historical Fiction,5,1,Sita: Ramayan Ka Sacharit Punarkathan,INR 275,Devdutt Pattanaik,https://amazon.in/Sita-Ramayan-Ka-Sacharit-Punarkathan/dp/0143429248
Historical Fiction,4.2,202,Cometh the Hour (The Clifton Chronicles Book 6),INR 228,Jeffrey Archer,https://amazon.in/Cometh-Hour-Clifton-Chronicles-Book-ebook/dp/B0142UM8HG
Historical Fiction,NA,NA,Good Earls Don't Lie,INR 129,Michelle Willingham,https://amazon.in/Good-Earls-Dont-Michelle-Willingham-ebook/dp/B01EFRSA8M
Historical Fiction,4.7,13,Atonement,INR 299,Ian McEwan,https://amazon.in/Atonement-Ian-McEwan/dp/0099507382
Historical Fiction,4.1,27,The Indus Challenge,INR 165,R. Durgadoss,https://amazon.in/Indus-Challenge-R-Durgadoss-ebook/dp/B01N7K7X7U
Historical Fiction,5,1,THE CHRONICLE OF SAPTA SINDHU,INR 67,Aporva kala,https://amazon.in/CHRONICLE-SAPTA-SINDHU-Aporva-kala-ebook/dp/B00AGUR6FG
Historical Fiction,4.2,155,Be Careful What You Wish For (The Clifton Chronicles series Book 4),INR 202,Jeffrey Archer,https://amazon.in/Careful-What-Wish-Clifton-Chronicles-ebook/dp/B00GFOG88I
Historical Fiction,4.4,29,Fall of Giants (The Century Trilogy),INR 386,Ken Follett,https://amazon.in/Fall-Giants-Century-Trilogy-Follett/dp/0330460552
Historical Fiction,4.4,14,Scion of Ikshvaku,INR 188,Amish,https://amazon.in/Scion-Ikshvaku-Amish/dp/9385724290
Historical Fiction,4.8,8,The Mayor of Casterbridge (Penguin Classics),INR 155,Thomas Hardy,https://amazon.in/Mayor-Casterbridge-Penguin-Classics/dp/0141439785
Historical Fiction,4.3,88,The Sins of the Father (Clifton Chronicles Book 2),INR 142,Jeffrey Archer,https://amazon.in/Sins-Father-Clifton-Chronicles-Book-ebook/dp/B006Z9SP3E
Historical Fiction,2.4,9,The Miniaturist,INR 216,Jessie Burton,https://amazon.in/Miniaturist-Jessie-Burton/dp/1447250931
Historical Fiction,3.9,48,10 Kings  (Hindi),INR 132,Ashok K. Banker,https://amazon.in/10-Kings-Hindi-Ashok-Banker-ebook/dp/B01N8PTTM4
Historical Fiction,3,3,Maharani: Bharat ki Maharaniyon Aur Shahi Premikaao ki Parikathon Se Bhi Romanchak Gathein,INR 149,Diwan Jarmani Dass,https://amazon.in/Maharani-Maharaniyon-Premikaao-Parikathon-Romanchak/dp/8121612705
Historical Fiction,4.5,71,The Twentieth Wife,INR 309,Indu Sundaresan,https://amazon.in/Twentieth-Wife-Indu-Sundaresan/dp/9350292106
Historical Fiction,3.8,21,Thus Spoke Zarathustra (Penguin Classics),INR 250,Friedrich Nietzsche,https://amazon.in/Thus-Spoke-Zarathustra-Penguin-Classics/dp/0140441182
Historical Fiction,3,1,Ten Kings (Marathi),INR 135,Ashok Banker,https://amazon.in/Ten-Kings-Marathi-Ashok-Banker/dp/8183227295
Historical Fiction,NA,NA,The Secret Rose,INR 129,Laura Landon,https://amazon.in/Secret-Rose-Laura-Landon-ebook/dp/B01BFZJW70
Historical Fiction,4.2,312,"Sita - Warrior of Mithila (Book 2- Ram Chandra Series): An adventure thriller that follows Lady Sita???s journey, set in mythological times",INR 206,Amish,https://amazon.in/Sita-Warrior-adventure-thriller-mythological/dp/9386224585
Historical Fiction,4,3725,"Scion of Ikshvaku: An Epic adventure story book on the Ramayana, The Tale of Lord Ram (Ram Chandra Series)",INR 204,Amish Tripathi,https://amazon.in/Scion-Ikshvaku-adventure-Ramayana-Chandra/dp/9385152149
Historical Fiction,4.3,361,The Rise of Sivagami: Book 1 of? Baahubali - Before the Beginning,INR 149,Anand Neelakantan,https://amazon.in/Rise-Sivagami-Baahubali-Before-Beginning/dp/9386224445
Historical Fiction,4.5,1811,The Immortals of Meluha (Shiva Trilogy),INR 183,Amish,https://amazon.in/Immortals-Meluha-Shiva-Trilogy/dp/9380658745
Historical Fiction,NA,NA,Sita-Mithila Ki Yoddha (Ram Chandra Shrunkhala Kitaab 2): Sita-Warrior of Mithila (Hindi),INR 179,Amish,https://amazon.in/Sita-Mithila-Yoddha-Chandra-Shrunkhala-Kitaab/dp/9386224852
Historical Fiction,4.6,1281,The Secret Of The Nagas (Shiva Trilogy-2),INR 182,Amish Tripathi,https://amazon.in/Secret-Nagas-Shiva-Trilogy-2/dp/9381626340
Historical Fiction,4.4,1206,The Oath of the Vayuputras (Shiva Trilogy),INR 268,Amish Tripathi,https://amazon.in/Oath-Vayuputras-Shiva-Trilogy/dp/9382618341
Historical Fiction,4.3,361,The Rise of Sivagami : Book 1 of? Baahubali - Before the Beginning,INR 49,Anand Neelakantan,https://amazon.in/Rise-Sivagami-Baahubali-Before-Beginning-ebook/dp/B01N7UNAWZ
Historical Fiction,5,26,Harappa - Curse of the Blood River,INR 130,Vineet Bajpai,https://amazon.in/Harappa-Curse-Blood-Vineet-Bajpai/dp/9352685482
Historical Fiction,4.5,479,Meluha Ke Mritunjay (Immortals of Meluha),INR 142,Amish Tripathi,https://amazon.in/Meluha-Ke-Mritunjay-Immortals/dp/9380658826
Historical Fiction,4.2,286,Ikshvaku Ke Vanshaj,INR 230,Amish Tripathi,https://amazon.in/Ikshvaku-Ke-Vanshaj-Amish-Tripathi/dp/9385152157
Historical Fiction,4.5,313,Vayuputron Ki Shapath (The Oath of the Vayuputras) (Hindi),INR 199,Amish Tripathi,https://amazon.in/Vayuputron-Shapath-Oath-Vayuputras-Hindi/dp/9383260009
Historical Fiction,4.4,332,Nagaon Ka Rahasya,INR 142,Amish Tripathi,https://amazon.in/Nagaon-Ka-Rahasya-Amish-Tripathi/dp/938162660X
Historical Fiction,4.1,88,Catch-22,INR 219,Joseph Heller,https://amazon.in/Catch-22-Joseph-Heller/dp/0099536013
Historical Fiction,4.6,117,The Forty Rules of Love,INR 339,Elif Shafak,https://amazon.in/Forty-Rules-Love-Elif-Shafak/dp/0241972930
Historical Fiction,4.1,214,Only Time Will Tell (The Clifton Chronicles),INR 179,Jeffrey Archer,https://amazon.in/Only-Time-Will-Clifton-Chronicles/dp/0330517988
Historical Fiction,4.5,25,Last Train to Istanbul: A Novel,INR 129,Ayse Kulin,https://amazon.in/Last-Train-Istanbul-Ayse-Kulin-ebook/dp/B00BJ8YD78
Historical Fiction,4.6,113,All the Light we Cannot See,INR 298,Anthony Doerr,https://amazon.in/All-Light-we-Cannot-See/dp/0008172420
Historical Fiction,4.3,26,Ashoka: Lion of Maurya,INR 161,Ashok. K Banker,https://amazon.in/Ashoka-Lion-Maurya-Ashok-Banker-ebook/dp/B01N6C1XA5
Historical Fiction,5,3,The Duke's Holiday (The Regency Romp Trilogy Book 1),INR 129,Maggie Fenton,https://amazon.in/Dukes-Holiday-Regency-Romp-Trilogy-ebook/dp/B00ORBNER4
Historical Fiction,NA,NA,The Alabaster Hip (The Regency Romp Trilogy Book 3),INR 129,Maggie Fenton,https://amazon.in/Alabaster-Regency-Romp-Trilogy-Book-ebook/dp/B06XWL1F9R
Historical Fiction,4.2,269,Roll of the Dice: Duryodhana???s Mahabharata (Ajaya Book 1),INR 171,Anand Neelakantan,https://amazon.in/Roll-Dice-Duryodhanas-Mahabharata-Ajaya/dp/9381576033
Historical Fiction,4.1,214,Only Time Will Tell: 1 (The Clifton Chronicles series),INR 47,Jeffrey Archer,https://amazon.in/Only-Time-Will-Tell-Chronicles-ebook/dp/B004WDZZP6
Historical Fiction,4.2,202,Cometh the Hour (The Clifton Chronicles),INR 227,Jeffrey Archer,https://amazon.in/Cometh-Clifton-Chronicles-Jeffrey-Archer/dp/1447252217
Historical Fiction,4,59,Lanka's Princess,INR 201,Kavita Kane,https://amazon.in/Lankas-Princess-Kavita-Kane-ebook/dp/B01N66FZ5H
Historical Fiction,4.8,4,The Sisterhood,INR 9,Helen Bryan,https://amazon.in/Sisterhood-Helen-Bryan-ebook/dp/B009W3OFDE
Historical Fiction,4.5,36,Yayati (Marathi),INR 226,V.S. Khandekar,https://amazon.in/Yayati-Marathi-V-S-Khandekar/dp/8171615880
Historical Fiction,4.4,136,The Immortals of Meluha (Tamil),INR 226,Amish Tripathi,https://amazon.in/Immortals-Meluha-Tamil-Amish-Tripathi/dp/9383260157
Historical Fiction,4.1,73,Menaka's Choice,INR 201,Kavita Kan??,https://amazon.in/Menakas-Choice-Kavita-Kan%C3%A9-ebook/dp/B01855FUOC
Historical Fiction,4.2,197,The Secret of the Druids: Book 2 of the Mahabharata Quest Series,INR 220,Christopher C. Doyle,https://amazon.in/Secret-Druids-Book-Mahabharata-Quest/dp/9385724223
Historical Fiction,4.4,91,Shiva Trilogy Collector's Edition Includes Exclusive Free Shiva Trilogy DVD,"INR 1,221",Amish Tripathi,https://amazon.in/Shiva-Trilogy-Collectors-Exclusive-Free/dp/9383260165
Historical Fiction,4.5,202,Mightier than the Sword (Clifton Chronicles Book 5),INR 133,Jeffrey Archer,https://amazon.in/Mightier-than-Sword-Clifton-Chronicles-ebook/dp/B00MENCEAU
Historical Fiction,4.3,38,The Secret Diary of Kasturba,INR 399,Neelima Dalmia Adhar,https://amazon.in/Secret-Diary-Kasturba-Neelima-Dalmia-ebook/dp/B01JZ24L0S
Historical Fiction,4.6,113,All the Light We Cannot See,INR 226,Anthony Doerr,https://amazon.in/All-Light-We-Cannot-See-ebook/dp/B00G1TOJ7Y
Historical Fiction,4.8,8,Homegoing,INR 299,Yaa Gyasi,https://amazon.in/Homegoing-Yaa-Gyasi/dp/024124272X
Historical Fiction,4.3,3,Virtuous Scoundrel (The Regency Romp Trilogy Book 2),INR 129,Maggie Fenton,https://amazon.in/Virtuous-Scoundrel-Regency-Romp-Trilogy-ebook/dp/B00W7XBOUS
Historical Fiction,4.6,121,Nagargalin Ragayasam - The Secret of the Nagas (Tamil),INR 200,Amish Tripathi,https://amazon.in/Nagargalin-Ragayasam-Secret-Nagas-Tamil/dp/9384030538
